,processo_gdf,modalidade_licitacao,numero_licitacao,valor_estimado_contratacao,text,labels
285,00063-00003751/2021-12,,,"312.948,60","AVISO DE ABERTURA DE LICITAÇÃO SRP Nº 36/2021 - UASG 926334 A Fundação Hemocentro de Brasília torna público a realização de Licitação , por Menor Preço , sistema de registro de preços , para aquisição de insumos e reagentes para realização de exames de histocompatibilidade pelo Laboratório de Imunologia de Transplantes , visando atender às demandas da Fundação Hemocentro de Brasília , de acordo com as condições , quantidades e exigências estabelecidas no Edital e seus anexos ; Processo 00063-00003751/ 2021-12 , valor estimado de R$ 312.948,60 ( trezentos e doze mil novecentos e quarenta e oito reais e sessenta centavos ) . Data limite de recebimento das propostas até às 10:00 horas do dia 25/11/2021 . O Edital encontra-se disponibilizado , no sítio : www.gov.br/compras , no sítio www.fhb.df.gov.br e no endereço : Setor Médico Hospitalar Norte-SMHN , Quadra 03 , Conjunto A , Bloco 03 , Asa Norte CEP 70710-908 Brasília / DF . A sessão Pública será processada no dia 25/11/2021 às 10:00 horas no sítio do Compras Governamentais , nos termos do Edital . EVANDRO LUIZ DE SOUZA OLIVEIRA Chefe - Substituto ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-processo_gdf I-processo_gdf O O O O O B-valor_estimado_contratacao O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
286,092-00041861/2021,PREGÃO ELETRÔNICO,304/2021-,,"AVISO DE LICITAÇÃO NOVA DATA PREGÃO ELETRÔNICO Nº 304/2021- CAESB Processo : 092-00041861/2021 . OBJETO : Serviços de apoio à operação , limpeza e conservação de áreas internas e de instalações físicas das unidades de bombeamento e tratamento de esgotos da Superintendência de Operação e Tratamento de Esgotos ( POE ) . CRITÉRIO DE JULGAMENTO : Maior desconto ( Coeficiente multiplicador K ) ; DOTAÇÃO ORÇAMENTÁRIA : UO 22.202 ; PROGRAMA DE TRABALHO : 17.122.8209.8517/6977 ; NATUREZA DE DESPESA : 339039 ; Código de Aplicação : 12.203.208. 300-0 . FONTE DE RECURSO : Recursos próprios da Caesb , código : 11.101.000. 000-3 . VIGÊNCIA DO CONTRATO : 30 MESES . NOVA DATA DE ABERTURA : 01/12/2021 , às 09 horas no site https://www.gov.br/compras/pt-br ( UASG : 974200 ) . INFORMAÇÕES : O edital e seus anexos encontram-se disponíveis nos sites : www.caesb.df.gov.br menu Licitações e https://www.gov.br/compras/pt-br , a partir do dia 08/11/2021 . Fone : ( 61 ) 3213-7130 , E-mail : licitacao@caesb.df.gov.br . SILVIO S. GONÇALVES SOARES Pregoeiro ",O O O O O B-modalidade_licitacao I-modalidade_licitacao O B-numero_licitacao O O O B-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
287,00113-00013700/2021-39,PREGÃO ELETRÔNICO,137/2021,"112.870,00","AVISO DE LICITAÇÃO NOVA DATA PREGÃO ELETRÔNICO Nº 137/2021 A presente licitação tem por objeto a contratação de empresa especializada para fornecimento , através de recarga de cilindros , de Gás Oxigênio e de Gás Acetileno de uso industrial - de forma contínua e sob demanda - para realização de serviços de solda e corte de aço para manutenção de equipamentos pertencentes ao DER-DF e demais serviços , tudo conforme especificado no Edital e em seus anexos . Processo 00113-00013700/ 2021-39 . Data e horário para recebimento das propostas : até 09h00min do dia 02 de fevereiro de 2022 , com valor estimado de R$ 112.870,00 . Brasília / DF , 18 de janeiro de 2022 ANA HILDA DO CARMO SILVA Diretora ",O O O O O B-modalidade_licitacao I-modalidade_licitacao O B-numero_licitacao O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O B-valor_estimado_contratacao O O O O O O O O O O O O O O O O 
288,00080-00153860/2021-90,PREGÃO ELETRÔNICO,31/2021,"34.703.021,08","AVISO DE ABERTURA PREGÃO ELETRÔNICO Nº 31/2021 - ( UASG 450432 ) Objeto : Aquisição de gênero alimentício perecível - Corte Congelado De Frango Tipo Coxa e Sobrecoxa De Frango Congelado ( Com Pele E Com Osso ) - por meio de Registro de Preços para o Programa de Alimentação Escolar do Distrito Federal ( PAE-DF ) , conforme especificações e condições estabelecidas no Edital e seus anexos . Valor total estimado : R$ 34.703.021,08 ( trinta e quatro milhões , setecentos e três mil vinte e um reais e oito centavos ) . Processo 00080-00153860/ 2021-90 . Cadastro das Propostas : a partir de 20/10/2021 . Abertura das Propostas : 05/11/2021 , às 10hs , horário de Brasília . O Edital estará disponível nos endereços eletrônicos : www.comprasgovernamentais.gov.br e https://www.educacao.df.gov.br/pregao-eletronico/. REGINA RODRIGUES PORTO Pregoeira ",O O O B-modalidade_licitacao I-modalidade_licitacao O B-numero_licitacao O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-valor_estimado_contratacao O O O O O O O O O O O O O O O O O O O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
289,00113-00015025/2021-82,PREGÃO ELETRÔNICO,104/2021,"197.252,50","AVISO DE LICITAÇÃO NOVA DATA PREGÃO ELETRÔNICO Nº 104/2021 A presente licitação tem por objeto a aquisição de material de consumo - aquisição de luminária LED e fio flexível , tudo conforme especificado no Edital e em seus anexos . Processo 00113-00015025/ 2021-82 . Data e horário para recebimento das propostas : até 09h00min do dia 08 de novembro de 2021 , com valor estimado de R$ 197.252,50 . O respectivo Edital poderá ser retirado exclusivamente nos endereços eletrônicos www.der.df.gov.br e www.licitacoes-e.com.br . Demais informações no próprio Edital . Brasília / DF , 19 de outubro de 2021 ANA HILDA DO CARMO SILVA Diretora ",O O O O O B-modalidade_licitacao I-modalidade_licitacao O B-numero_licitacao O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O B-valor_estimado_contratacao O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
290,00143-00001390/2021-06,Tomada de Preço,02/2021,"851.601,69","AVISO DE LICITAÇÃO Nº 03 , DE 09 DE SETEMBRO DE 2021 A Administração Regional de Santa Maria do Distrito Federal torna público que realizará licitação na modalidade Tomada de Preço nº 02/2021 , processo 00143-00001390/ 2021-06 . Objeto : Contratação no regime de empreitada por preço global de empresa de engenharia especializada na execução de obra de reforma e ampliação do Centro de Convivência do Idoso , localizado na QR 100 , Conj . T01 , Lote nº 3 , com a área de 445,41 m² e de reforma do Galpão Cultural , localizado na Q 207 , Lote nº 1 , Santa Maria - Distrito Federal , com a área de 304,26 m² , Santa Maria - Distrito Federal , conforme detalhamento constante do Projeto Básico , Planilha Estimativa de Custos e anexos que o integram . Modalidade : Tomada de Preço . Tipo : Menor Preço . Forma de Execução : Indireta . Regime de Execução : Empreitada Preço Global . Dotação Orçamentária : Unidade Orçamentária : 190.115 Administração Regional de Santa Maria , Programa de Trabalho : 15.122.8205.3086.0008 - Ampliação de Prédios e Próprios , Programa de Trabalho : 15.122.8205.3903.0058 - Reforma de Prédios e Próprios na RA de Santa Maria e Programa de Trabalho : 15.122.8205.3903.9839 - Reforma de Prédios e Próprios na Região Adm. de santa Maria . Natureza da Despesa - 44.90.51 Obras e Instalações , Fonte de Recursos - 100 . Valor Estimado : LOTE 01 - R$ 851.601,69 ( oitocentos e cinquenta e um mil seiscentos e um reais e sessenta e nove centavos ) . LOTE 02 - R$ 294.739,20 ( duzentos e noventa e quatro mil setecentos e trinta e nove reais e vinte centavos ) . VALOR TOTAL ESTIMADO - R$ 1.146.340,69 ( um milhão , cento e quarenta e seis mil trezentos e quarenta reais e sessenta e nove centavos ) . DATA DA ABERTURA : 29/09/2021 , às 09h00min horas , LOCAL : Auditório do Galpão Multiuso , localizado na QC 01 , Conjunto H , Santa Maria , Brasília / DF . O respectivo Edital e seus Anexos estarão afixados em painel na Administração Regional e poderão ser retirados no site https://www.santamaria.df.gov.br/2021/07/21/licitacoes-e-contratos/ , informações pode ser solicitadas pelo e-mail : cpladmsantamaria@gmail.com JESUÍNO DE JESUS PEREIRA LEMES Administrador Regional , Substituto ",O O O O B-numero_licitacao O O O O O O O O O O O O O O O O O O O O O O O B-modalidade_licitacao I-modalidade_licitacao I-modalidade_licitacao O B-numero_licitacao O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-modalidade_licitacao I-modalidade_licitacao I-modalidade_licitacao O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-valor_estimado_contratacao O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
291,00080-00072339/2021-52,PREGÃO ELETRÔNICO,27/2021,"15.570.142,92","AVISO DE ABERTURA PREGÃO ELETRÔNICO Nº 27/2021 - ( UASG 450432 ) Objeto : Registro de Preços para eventual aquisição de gêneros alimentícios perecíveis - Pão careca e Pão de hambúrguer para o Programa de Alimentação Escolar do Distrito Federal ( PAE-DF ) , conforme especificações e condições estabelecidas no Edital e seus Anexos . Total de itens : 16 . Valor total estimado : R$ 15.570.142,92 ( quinze milhões , quinhentos e setenta mil , cento e quarenta e dois reais e noventa e dois centavos ) . Processo 00080-00072339/ 2021-52 . Cadastro das Propostas : a partir de 14/09/2021 . Abertura das Propostas : 24/09/2021 , às 09hs , horário de Brasília . O Edital estará disponível nos endereços eletrônicos : www.comprasgovernamentais.gov.br e http://www.se.df.gov.br/pregao-eletronico-sistema-de-registro-de-precos/. REGINA RODRIGUES PORTO Pregoeira ",O O O B-modalidade_licitacao I-modalidade_licitacao O B-numero_licitacao O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-valor_estimado_contratacao O O O O O O O O O O O O O O O O O O O O O O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
292,00063-00002598/2021-14,,30/2021,"203.301,44","AVISO DE ABERTURA DE LICITAÇÃO Nº 30/2021 - UASG 926334 A Fundação Hemocentro de Brasília torna público a realização de Licitação , por Menor Preço , para registro de preço para aquisição de reagentes laboratoriais , visando a realização de ensaios para avaliação da função plaquetária pelo Laboratório de Hemostasia da Fundação Hemocentro de Brasília , de acordo com as condições , quantidades e exigências estabelecidas no Edital e seus anexos ; processo 00063-00002598/ 2021-14 , valor estimado de R$ 203.301,44 ( duzentos e três mil trezentos e um reais e quarenta e quatro centavos ) . Data limite de recebimento das propostas até às 10:00 horas do dia 1º/09/2021 . O Edital encontra-se disponibilizado , no sítio : www.gov.br/compras , no sítio www.fhb.df.gov.br e no endereço : Setor Médico Hospitalar Norte-SMHN , Quadra 03 , Conjunto A , Bloco 03 , Asa Norte CEP 70710-908 Brasília / DF . A sessão Pública será processada no dia 1º/09/2021 às 10:00 horas no sítio do Compras Governamentais , nos termos do Edital . HENRIQUE SANJIRO YUZUKI FARIAS ",O O O O O O B-numero_licitacao O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-processo_gdf I-processo_gdf O O O O O B-valor_estimado_contratacao O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
293,00063-00000979/2020-70,,31/2021,"201.032,72","AVISO DE ABERTURA DE LICITAÇÃO Nº 31/2021 - UASG 926334 A Fundação Hemocentro de Brasília torna público a realização de Licitação , por Menor Preço , para contratação de empresa especializada na prestação de serviços de manutenção corretiva com fornecimento materiais , peças , componentes e acessórios de reposição para AGREGÔMETRO visando atender às necessidades da Fundação Hemocentro de Brasília ( FHB ) e suas Agências Transfusionais , de acordo com as condições , quantidades e exigências estabelecidas no Edital e seus anexos ; processo 00063-00000979/ 2020-70 , valor estimado de R$ 201.032,72 , sendo R$ 22.750,00 para as Manutenções Corretivas e R$ 178.282,72 para o fornecimento de peças de reposição . Data limite de recebimento das propostas até às 10:00 horas do dia 02/09/2021 . O Edital encontra-se disponibilizado , no sítio : www.gov.br/compras , no sítio www.fhb.df.gov.br e no endereço : Setor Médico Hospitalar Norte-SMHN , Quadra 03 , Conjunto A , Bloco 03 , Asa Norte CEP 70710-908 Brasília / DF . A sessão Pública será processada no dia 02/09/2021 às 10:00 horas no sítio do Compras Governamentais , nos termos do Edital . HENRIQUE SANJIRO YUZUKI FARIAS ",O O O O O O B-numero_licitacao O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-processo_gdf I-processo_gdf O O O O O B-valor_estimado_contratacao O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
294,00074-00000002/2020-97,PREGÃO ELETRÔNICO,04/2021,,"AVISO DE PREGÃO ELETRÔNICO Nº 04/2021 Processo : 00074-00000002/ 2020-97 . Objeto : Venda de madeira em pé da espécie Pinus sp , com corte e retirada do insumo no local , conforme especificações , condições e exigências estabelecidas no Edital nº 04/2021 e seus anexos . CRITÉRIO DE JULGAMENTO : Maior oferta de preço ; CREDENCIAMENTO DOS INTERESSADOS : até as 9h do dia 20/08/2021 ; CADASTRO DAS PROPOSTAS : até as 9h do dia 23/08/2021 ; ABERTURA DAS PROPOSTAS : 9h do dia 23/08/2021 . INFORMAÇÕES : Todos os horários se referem ao horário de Brasília . Todos os atos serão praticados exclusivamente no Portal de Licitações da Caixa Econômica Federal , no endereço eletrônico http://www.licitacoes.caixa.gov.br , onde estarão disponíveis o Edital e seus Anexos , bem como poderão ser obtidos , por meio da opção Enviar Questionamento , maiores esclarecimentos . SALVADOR CARDOSO Pregoeiro ",O O B-modalidade_licitacao I-modalidade_licitacao O B-numero_licitacao O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
295,00053-00082079/2021-51,PREGÃO ELETRÔNICO,57/2021,,"AVISO DE LICITAÇÃO ABERTURA PREGÃO ELETRÔNICO Nº 57/2021 Processo : 00053-00082079/ 2021-51 - CBMDF . TIPO : Menor preço . OBJETO : Contratação de empresa para execução de serviço contínuo comum de operação e manutenção preventiva e corretiva nos equipamentos de climatização instalados na Policlínica Médica ( POMED ) e Policlínica Odontológica ( PODON ) do CBMDF , conforme Edital e anexos . VALOR MÁXIMO DA CONTRATAÇÃO : R$ 713.593,77 ; PROGRAMA DE TRABALHO : PT28.845.0903.00FM.0053 ; ELEMENTO DE DESPESA : 33.90.39 ; FONTE DO RECURSO : 0151 FCDF . O DICOA informa a ABERTURA da licitação , para o dia 19/08/2021às 13:30h . LOCAL : site : www.gov.br/compras/pt-br . RETIRADA DO EDITAL pela internet , nos sites www.cbm.df.gov.br e www.gov.br/compras/pt-br . UASG : 170394 . Inf . : ( 61 ) 3901-3614 . HÉLIO PEREIRA LIMA Diretor ",O O O O B-modalidade_licitacao I-modalidade_licitacao O B-numero_licitacao O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
296,00111-00003128/2021-56,,,,"AVISO DE ABERTURA DE LICITAÇÃO PRESENCIAL Nº 20/2021 O Presidente da Comissão de Licitação para Compra de Bens , Serviços e Obras , no uso das atribuições que lhe confere a Portaria nº 231/2021 - DIRAF , comunicação antecipação da abertura da licitação , anteriormente publicada em 05/08/2021 , na página nº 39 , na edição nº 147 do DODF , referente a Licitação Presencial nº 20/2021 a realização do seguinte certame . Processo : 00111-00003128/ 2021-56 Modalidade / número : Licitação Presencial nº 20/2021 Tipo : Menor Preço Objeto : Contratação por escopo de empresa especializada para a execução das obras de complementação de infraestrutura de energia elétrica na SQNW 102 , projeção E ; SQNW 103 , projeção B ; SQNW 103 , projeção I ; SQNW 303 , projeção A ; SQNW 106 , projeção H ; SQNW 110 , projeção A ; SQNW 310 , projeção A ; SQNW 310 , projeção D ; SQNW 111 , projeção G ; e SQNW 311 , projeção J , no Setor de Habitações Coletivas Noroeste ( SHCNW ) , Plano Piloto / RA-I - Distrito Federal Valor estimado ( R$ ): O valor estimado é sigiloso nos termos do Art. 34 da Lei nº 13.303/2016 . Data / hora de abertura : 31/08/2021 às , 10 horas Retirada do Edital e anexos : Gratuitamente no sitio da Terracap www.terracap.df.gov.br , na seção licitações compras / serviços . Brasília / DF , 05 de agosto de 2021 GLAUBER TEODORO FARIA Presidente da Comissão ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
