,numero_contrato,processo_gdf,data_escrito,text,labels
1077,03/2020,00148-00000996/2020-02. 1,,"EXTRATO DO 1º TERMO ADITIVO DO CONTRATO DE PRESTAÇÃO DE SERVIÇOS Nº 03/2020 Processo : 00148-00000996/ 2020-02 . 1 . Das Partes : ADMINISTRAÇÃO REGIONAL DO RIACHO FUNDO I inscrita sob o CNPJ nº 16.783.043/ 0001-20 e a FUNDAÇÃO DE AMPARO AO TRABALHADOR PRESO DO DISTRITO FEDERAL - FUNAP inscrita sob o CNPJ nº 03.495.108/ 0001-90 . Do objeto : 2 . O presente Termo Aditivo objetiva : Reajustar os valores das Bolsas Ressocializações - Nível I , Nível II e Nível III , que tem amparo legal no artigo 29 , da Lei de Execução Penal nº 7.210 , de 11 de julho de 1984 , no valor estimativo de R$ 344.313,00 - ( Trezentos e quarenta e quatro mil e trezentos e treze reais ) . 2.1 . Prorrogar o prazo de vigência do contrato pelo período de 12 ( doze ) meses , no período compreendido de 26/08/2021 a 25/08/2022 , com base no inciso II , art. 57 da Lei nº 8.666/93 . 3 . Da Dotação Orçamentária : I Unidade Orçamentária : 09.119 Região Administrativa do Riacho Fundo I - RA-RFI ; II Programa de Trabalho : 04.421.6217.2426.0017 - Fortalecimento das Ações de Apoio ao Interno e sua Família da Administração do Riacho Fundo I ; III Natureza da Despesa : 3.3.91.39 Outros Serviços de Terceiros Pessoa Jurídica ; IV Fonte de Recursos : 100 - ORDINÁRIO NÃO VINCULADO . 4 . Da Ratificação : Permanecem inalteradas as demais cláusulas do Contrato a que se refere o presente Termo Aditivo . 5 . Da publicação e do registro : A eficácia do contrato fica condicionada à publicação resumida do instrumento , na Imprensa Oficial , até o quinto dia útil do mês subsequente de sua assinatura , para ocorrer no prazo de vinte dias daquela data , após o que deverá ser providenciado o registro do instrumento pela Administração Regional do Riacho Fundo I. 6 . Signatários : Pelo Distrito Federal : ANA LÚCIA PEREIRA DE MELO , na qualidade de Administradora Regional do Riacho Fundo I e Pela Contratada : DEUSELITA PEREIRA MARTINS , na qualidade de Diretora Executiva , da Fundação de Amparo ao Trabalhador Preso - FUNAP , publique-se . ",O O O O O O O O O O O O B-numero_contrato O O B-processo_gdf I-processo_gdf I-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
1078,20/2014,00054-00029322/2019-60,20/08/2021,"EXTRATO DO DÉCIMO TERMO ADITIVO AO CONTRATO N ° 20/2014 Processo : 00054-00029322/ 2019-60 PARTES : DF / PMDF x RPA CONSTRUÇÕES E PARTICIPAÇÕES LTDA . Objeto : Alteração contratual com vistas a redução do valor mensal do aluguel do imóvel utilizado pelo Batalhão de Rondas Ostensivas Táticas Motorizadas ( ROTAM)/PMDF , retroativo a 1º/06/2021 , de R$ 116.000,00 ( cento e dezesseis mil reais ) para R$ 95.000,00 ( noventa e cinco mil reais ) , perfazendo o valor total do contrato em R$ 1.140.000 ( um milhão e cento e quarenta mil reais ) , procedentes do Orçamento do Distrito Federal para o corrente exercício , nos termos da correspondente Lei Orçamentária Anual , com base no Despacho do Chefe da ATJ ( Doc . SEI n ° 65515077 ) e no Despacho do Chefe do DLF ( Doc . SEI n ° 65515696 ) . ASSINATURA : 20/08/2021 . SIGNATÁRIOS : Pelo Distrito Federal : MÁRCIO CAVALCANTE DE VASCONCELOS , Comandante-Geral . Pela Contratada : ANTÔNIO JOSÉ MATIAS DE SOUSA , na qualidade de Sócio administrador . ",O O O O O O O O O B-numero_contrato O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-data_escrito O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
1079,03/2021,00054-00085424/2020-07,26/08/2021,"EXTRATO DO PRIMEIRO TERMO ADITIVO AO CONTRATO N ° 03/2021 Processo : 00054-00085424/ 2020-07 PARTES : DF / PMDF x BE BUSINESS APOIO ADMINISTRATIVO EIRELI . Objeto : Alteração contratual com vistas ao acréscimo de 4,329320 % ( quatro , vírgula três , dois , nove , três , dois , zero por cento ) no objeto do contrato , no valor de R$ 316.442,50 ( trezentos e dezesseis mil , quatrocentos e quarenta e dois reais cinquenta centavos ) , correspondente a 4,698900 % ( quatro , vírgula seis , nove , oito , nove , zero , zero por cento ) no Item 01 ( um ) - Serviço de docência , passando o contrato a ter valor total de R$ 7.625.729,62 ( sete milhões , seiscentos e vinte e cinco mil , setecentos e vinte e nove reais e sessenta e dois centavos ) , com base no Parecer Técnico n ° 1256/ 2021-PMDF / DLF / ATJ ( Doc . SEI n ° 67309623 ) e no Despacho do Chefe do DLF ( Doc . SEI n ° 67320442 ) . NOTA DE EMPENHO : 2021NE86 , de 19/08/2021 . FONTE DE RECURSO : 0100000000 . Unidade Emitente : 170393 . PTRES : 89306 . NATUREZA DA DESPESA : 33.90.39 . VIGÊNCIA : A partir da data de sua assinatura . ASSINATURA : 26/08/2021 . SIGNATÁRIOS : Pelo DISTRITO FEDERAL : BILMAR ANGELIS DE ALMEIDA FERREIRA , Chefe do Departamento de Logística e Finanças . Pela Contratada : BRUNA SOARES GODOI SOUSA , na qualidade de Sócia proprietária . ",O O O O O O O O O B-numero_contrato O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-data_escrito O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
1080,27/2021,00054-00134358/2020-06,26/08/2021,"EXTRATO DO PRIMEIRO TERMO ADITIVO AO CONTRATO N ° 27/2021 Processo : 00054-00134358/ 2020-06 PARTES : DF / PMDF x UNIÃO BRASILEIRA DE EDUCAÇÃO CATÓLICA UBEC . Objeto : Alteração da cláusula primeira Das Partes e inclusão do item 5.1.8 na cláusula quinta Do Valor , para tratar das informações relativas aos descontos concedidos . A cláusula primeira do contrato fica alterada e passa a valer , para todos os efeitos , com a seguinte redação : O DISTRITO FEDERAL , por meio da POLÍCIA MILITAR , inscrita no CNPJ / MF sob o n ° 08.942.610/ 0001-16 , situada na Quadra 04 , Setor de Áreas Isoladas Sul ( SAIS ) , Brasília-DF , CEP : 70. 610-200 , Telefone : ( 61 ) 3190-5602/5603 , ( 61 ) 99983-9971 , representada por BILMAR ANGELIS DE ALMEIDA FERREIRA , Coronel QOPM , na qualidade de Chefe do Departamento de Logística e Finanças , com fulcro no Decreto Federal n ° 10.443/2020 , no Regimento Interno aprovado pela Portaria PMDF n ° 785/2012 e fundamentação nas Normas de Execução Orçamentária , Financeira e Contábil do Distrito Federal , doravante denominado Contratante , e a UNIÃO BRASILEIRA DE EDUCAÇÃO CATÓLICA UBEC , associação civil , confessional , de direito privado , sem fins econômicos , de caráter educacional , assistencial , cultural e filantrópico , inscrita no CNPJ / MF sob o n ° 00.331.801/ 0001-30 , com sede na QS 1 , Rua 212 , Lotes 19 , 21 e 23 , Sala 2.903 , Edifício Connect Tower , Taguatinga / DF , CEP : 71. 950-550 e , com Escritório Executivo no SMPW Quadra 05 , Conjunto 13 , Lote 08 Núcleo Bandeirante , Brasília-DF , filial inscrita no CNPJ n ° 00.331.801/ 0010-20 , neste ato representada , em conformidade com o Estatuto da UBEC , art. 44 , inciso XIII , pelo seu Conselheiro Presidente JOSÉ ROMUALDO DEGASPERI , brasileiro , solteiro , professor , portador da Carteira de Identidade RG n ° 3.***. 570-7 SSP / SP e inscrito no CPF / MF n ° * * * .273. 778-87 e pelo seu Conselheiro Vice-Presidente GERALDO ADAIR DA SILVA , brasileiro , solteiro , professor , portador da Carteira de Identidade RG n ° M-8.***.368 SSP / MG e inscrito no CPF / MF n ° * * * .701. 446-93 , doravante denominada Contratada , Mantenedora da UNIVERSIDADE CATÓLICA DE BRASÍLIA-UCB , reconhecida pela Portaria n ° 1.827/1994 , do Excelentíssimo Senhor Ministro de Estado da Educação e do Desporto , publicada no DOU em 30 de dezembro de 1994 , Seção 1 , Página 21.241 , inscrita no CNPJ / MF sob o n ° 00.331.801/ 0004-82 e Inscrição no CF / DF sob o n ° 07.319.608/ 004-03 , com sede na QS 07 , Lote 01 , EPCT , Águas Claras-DF , neste ato representada por , RICARDO PEREIRA CALEGARI , Reitor , brasileiro , casado , CPF n ° * * * .580. 478-70 e RG n ° * * .012. 035-0 , SSP / SP ; LEANDRO GENOÍNO CERUTTI , Pró-Reitor de Administração , brasileiro , casado , CPF n ° * * * .636. 110-00 e RG n ° 3.***.655 , SSP / DF e ADRIANA PELIZZARI , Pró-Reitora Acadêmica , brasileira , casada , CPF n ° * * * .168. 679-04 e RG n ° 4.***. 657-1 , SSP / PR . Inclusão do item 5.1.8 na cláusula quinta do ajuste , com o seguinte teor : 5.1.8 . DA CONCESSÃO DE DESCONTO A UBEC / UCB , nos termos de sua Portaria n ° 02 , de 20 de julho de 2021 , art. 2º , § 2º cominado com o § 4º , inciso X , concedeu desconto de 50 % ( cinquenta por cento ) sobre o valor total do curso ora contratado para 02 ( dois ) alunos-beneficiários : Os descontos concedidos já se encontram mensurados na Cláusula Quinta do contrato - Do Valor . Os beneficiários foram escolhidos pela CONTRATANTE , seguindo critérios internos . Tudo , com base no Despacho do Chefe da ATJ / DLF ( Doc . SEI n ° 67422340 ) e no Despacho do Chefe do DLF ( Doc . SEI n ° 67625668 ) . VIGÊNCIA : A partir da data de sua assinatura . ASSINATURA : 26/08/2021 . SIGNATÁRIOS : Pelo DISTRITO FEDERAL : BILMAR ANGELIS DE ALMEIDA FERREIRA , Chefe do Departamento de Logística e Finanças . Pela Contratada : GERALDO ADAIR DA SILVA , Conselheiro Vice-presidente ; RICARDO PEREIRA CALEGARI , Reitor da UCB ; LEANDRO GENOÍNO CERUTTI , Pró-Reitor de Administração da UCB e ADRIANA PELIZZARI , Pró-Reitora Acadêmica da UCB . ",O O O O O O O O O B-numero_contrato O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-data_escrito O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
1081,09/2019,04006-00000019/2019-93,,"EXTRATO DO TERCEIROTERMO ADITIVO AO CONTRATO Nº 09/2019 Processo : 04006-00000019/ 2019-93 Objeto : prorrogar o período de vigência do Contrato nº 09/2019 , por mais 12 ( doze ) meses , a contar de 1º de dezembro de 2021 , conforme previsão em sua Cláusula Sexta , observando-se ainda , os termos da Resolução nº 18/2019 - CD / DF-PREVICOM e da Proposta Comercial apresentada pela CONTRATADA . Contratante : DF-PREVICOM Contratada : TOO SEGUROS S / A. Data do Aditivo : 29/11/2021 . REGINA CÉLIA DIAS , Diretora Presidente . ",O O O O O O O B-numero_contrato O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
1082,32/2021,00063-00003768/2021-70,19 de novembro de 2021,"EXTRATO DO PRIMEIRO TERMO ADITIVO AO CONTRATO Nº 32/2021 Contratante : FUNDAÇÃO HEMOCENTRO DE BRASÍLIA - CNPJ nº 86.743.457/ 0001-01 . Contratada : NATIVA DISTRIBUIÇÃO DE SUPRIMENTOS EIRELI EPP - CNPJ nº 09.482.201/ 0001-47 . Objeto : alterar Cláusula Quarta , subcláusula 4.2 , cronograma de entregas , referente às 2ª , 3ª e 4ª parcelas . Processo 00063-00003768/ 2021-70 Vigência : a partir da data de sua assinatura . Assinam em 19 de novembro de 2021 , pelo Contratante : OSNEI OKUMOTO , Presidente , e pela Contratada : ALEXANDRE NATIVIDADE BUENO . ",O O O O O O O O B-numero_contrato O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O B-data_escrito I-data_escrito I-data_escrito I-data_escrito I-data_escrito O O O O O O O O O O O O O O O O O 
1083,63/2020-FSPDF,00050-00018353/2019-06-SSP,23/11/2021,"EXTRATO DO PRIMEIRO TERMO ADITIVO AO CONTRATO DE PRESTAÇÃO DE SERVIÇOS Nº 63/ 2020-FSPDF , NOS TERMOS DO PADRÃO Nº 14/2002 , APROVADO PELO DECRETO Nº 23.287/2002 Processo : 00050-00018353/ 2019-06-SSP . SIGGO nº 041943 . Das Partes : O DISTRITO FEDERAL , por meio do FUNDO DE SEGURANÇA PÚBLICA DO DISTRITO FEDERAL , inscrito no Cadastro Nacional de Pessoas Jurídicas da Receita Federal sob o nº 33.158.099/ 001-03 e a empresa INTELIGÊNCIA DE NEGÓCIOS , SISTEMAS E INFORMÁTICA LTDA , inscrita no Cadastro Nacional de Pessoas Jurídicas da Receita Federal sob o nº 06.984.836/ 0001-54 . Do objeto : O presente Termo Aditivo objetiva a prorrogação do prazo de vigência do Contrato de Prestação de Serviços Nº63/ 2020-FSPDF , por mais 92 ( noventa e dois ) dias , compreendendo o período de 24/11/2021 até 24/02/2022 , para a execução dos 3 ( três ) meses de suporte técnico já contratados , cujo período de execução ultrapassa o prazo de vigência atual do contrato , consoante solicitação do Executor do Contrato na Nota Técnica nº 2/2021 - SSP / SESP / SI / SAS e art. 57 , § 1º , inciso VI , da Lei n.º 8.666/1993 . Data de Assinatura : 23/11/2021 . Signatários : pelo Distrito Federal : JULIO DANILO SOUZA FERREIRA , Presidente do Fundo de Segurança Pública do Distrito Federal e Secretário de Estado de Segurança Pública do Distrito Federal ; pela Contratada : VAGNER LUIS DE AVEIRO , Representante legal da empresa . ",O O O O O O O O O O O O B-numero_contrato I-numero_contrato O O O O O O O O O O O O O O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-data_escrito O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
1084,64/2020-FSPDF,00050-00018353/2019-06-SSP,23/11/2021,"EXTRATO DO PRIMEIRO TERMO ADITIVO AO CONTRATO DE PRESTAÇÃO DE SERVIÇOS Nº 64/ 2020-FSPDF , NOS TERMOS DO PADRÃO Nº 14/2002 , APROVADO PELO DECRETO Nº 23.287/2002 Processo : 00050-00018353/ 2019-06-SSP . SIGGO nº 041944 . Das Partes : O DISTRITO FEDERAL , por meio do FUNDO DE SEGURANÇA PÚBLICA DO DISTRITO FEDERAL , inscrito no Cadastro Nacional de Pessoas Jurídicas da Receita Federal sob o nº 33.158.099/ 001-03 e a empresa FERNBI SERVIÇOS E COMÉRCIO DE INFORMÁTICA LTDA , inscrita no Cadastro Nacional de Pessoas Jurídicas da Receita Federal sob o nº 20.230.253/ 0001-69 . Do objeto : O presente Termo Aditivo objetiva a prorrogação do prazo de vigência do Contrato nº 64/ 2020-FSPDF , por mais 12(doze ) meses , compreendendo o período de 24/11/2021 até 23/11/2022 , o que permitirá a execução , se necessário , das cerca de 1600 ( mil e seiscentas ) horas de saldo contratual , consoante Solicitação do Executor do Contrato na Nota Técnica nº 2/2021 - SSP / SESP / SI / SAS e art. 57 , § 1 da Lei 8.666/93 . Data de Assinatura : 23/11/2021 . Signatários : pelo Distrito Federal : JULIO DANILO SOUZA FERREIRA , Presidente do Fundo de Segurança Pública do Distrito Federal e Secretário de Estado de Segurança Pública do Distrito Federal ; pela Contratada : FELIPE SANTOS EBERHARDT , Representante legal da empresa . ",O O O O O O O O O O O O B-numero_contrato I-numero_contrato O O O O O O O O O O O O O O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-data_escrito O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
1085,44/2020,00113-00012403/2020-95,23/11/2021,"EXTRATO DO 1º TERMO ADITIVO AO CONTRATO Nº 44/2020 Processo : 00113-00012403/ 2020-95 ; CONTRATANTE : o DISTRITO FEDERAL , por intermédio do DEPARTAMENTO DE ESTRADAS DE RODAGEM DO DISTRITO FEDERAL - DER / DF , CNPJ 00.070.532/ 0001-03 ; CONTRATADA : VIA EVENTOS E LOCAÇÃO LTDA , CNPJ nº 09.403.256/ 0001-74 ; OBJETO : prorrogação e reajuste contratual . DOTAÇÃO ORÇAMENTÁRIA : I - Unidade : 26.205 ; II - Programa de Trabalho : 26.782.6217. 2904-0001 ; III - Natureza da Despesa : 339039 ; IV - Fonte de Recursos : 437 ; VALOR : R$ 217.486,08 ( duzentos e dezessete mil quatrocentos e oitenta e seis reais e oito centavos ) ; PRAZO DE VIGÊNCIA : 12 ( doze ) meses ; DATA DA ASSINATURA : 23/11/2021 ; NOME DOS SIGNATÁRIOS : Pelo DER / DF Eng . FAUZI NACFUR JUNIOR e Pela Empresa : EDUARDO JOSÉ LUTZ PINHEIRO . ",O O O O O O O O B-numero_contrato O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-data_escrito O O O O O O O O O O O O O O O O O O O O O O O 
1086,11/2021,00110-00002651/2021-93,25 de novembro de 2021,"EXTRATO DO TERCEIRO TERMO ADITIVO DE PRORROGAÇÃO DOS PRAZOS AO CONTRATO Nº 11/2021 SODF NOS TERMOS DOS PADRÕES Nº 14/2002 Processo : 00110-00001583/ 2020-64 ( Licitação e Contrato ) , Processo : 00110- 00001962/ 2021-35 ( 1º e 2º Aditivo ) e Processo : 00110-00002651/ 2021-93 ( 2º Aditivo ) PARTES : SECRETARIA DE ESTADO DE OBRAS E INFRAESTRUTURA DO DISTRITO FEDERAL X EB INFRA CONSTRUÇÕES LTDA , CNPJ nº 08.448.846/ 0001-09 , com sede na SDMC Quadra 06 , Lotes 18-20-22-24 , Ceilândia Brasília / DF , CEP 72. 265-080 . DO OBJETO : Sob o amparo dos incisos II e IV , § 1º , do artigo 57 da Lei nº 8.666 , de 21 de junho de 1993 , bem como dos documentos e justificativas parte integrante dos autos , o presente aditamento prorroga os prazos de vigência e execução do Contrato nº 011/2021 - SODF , celebrado em 27/04/2021 e publicado no Diário Oficial do Distrito Federal de 29 de abril de 2021 , e que tem por objeto a contratação de empresa para execução dos Serviços de revitalização da W3 Sul Quadras 515 a 516 , em Brasília - DF , contemplando a Readequação do Sistema Viário com estacionamentos , a Acessibilidade e Paisagismo , as Obras Complementares de Drenagem e Sinalização na Área Central de Brasília DF , consoante especifica o Edital de Concorrência nº 013/2020 - ASCAL / PRES ( doc . 43584656 ) , da Proposta de doc . 47161289 e o Termo de Referência 71 ( doc . 43239694 ) , que passam a integrar o presente Termo . DA PRORROGAÇÃO : A partir da assinatura deste Termo Aditivo , o contrato principal com vigência até 23/03/2022 , fica prorrogado por mais 30 ( trinta ) dias corridos , vencendo-se , portanto , em 22/04/2022 . O prazo para execução fica prorrogado por mais 30 ( trinta ) dias corridos , vencendo-se , portanto , em 27/12/2021 . O presente Termo Aditivo não acarretará ônus ao Distrito Federal . A presente prorrogação não interfere no direito ao reajuste da contratada e tampouco estabelece novo marco inicial de contagem de prazo ( i0 ) para concessão do benefício , conforme manifestação expressa da contratada nos autos deste aditivo . DA VIGÊNCIA : O presente termo aditivo entrará em vigor na data de sua assinatura . DATA DE ASSINATURA : 25 de novembro de 2021 . SIGNATÁRIOS : Pelo DF : LUCIANO CARVALHO DE OLIVEIRA , na qualidade de Secretário de Estado de Obras e Infraestrutura . Pela CONTRATADA : FLAVIO JAIME GUEDERT , na qualidade de Representante Legal . ",O O O O O O O O O O O O B-numero_contrato O O O O O O O O O B-processo_gdf I-processo_gdf I-processo_gdf O O O O O O O B-processo_gdf I-processo_gdf O O O O O O O O O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-data_escrito I-data_escrito I-data_escrito O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-data_escrito I-data_escrito I-data_escrito I-data_escrito I-data_escrito O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
